Client Order ID,Instrument,Side,Quantity,Price
aa17578,Lotus,1,860,83
aa17579,Tulip,2,110,97
aa17580,Lotus,1,420,35
aa17581,Tulip,2,960,43
aa17582,Rose,1,390,85
aa17583,Lavender,2,400,36
aa17584,Lavender,2,740,22
aa17585,Lavender,1,120,51
aa17586,Lavender,1,580,3
aa17587,Lavender,2,420,25
aa17588,Rose,1,310,69
aa17589,Rose,2,130,19
aa17590,Rose,1,480,60
aa17591,Tulip,1,240,9
aa17592,Tulip,1,700,77
aa17593,Tulip,1,200,80
aa17594,Rose,1,250,79
aa17595,Tulip,2,790,61
aa17596,Lotus,1,720,33
aa17597,Orchid,1,930,64
aa17598,Orchid,2,940,97
aa17599,Lavender,1,980,90
aa17600,Lotus,2,400,3
aa17601,Orchid,1,980,84
aa17602,Rose,1,810,74
aa17603,Lotus,1,330,14
aa17604,Lavender,1,120,27
aa17605,Orchid,2,140,14
aa17606,Orchid,2,300,94
aa17607,Tulip,2,250,65
aa17608,Tulip,2,140,99
aa17609,Lotus,1,40,70
aa17610,Tulip,2,210,24
aa17611,Tulip,1,390,56
aa17612,Lotus,1,750,73
aa17613,Rose,2,590,13
aa17614,Lotus,1,180,92
aa17615,Lotus,1,430,76
aa17616,Orchid,2,210,38
aa17617,Lavender,2,110,30
aa17618,Tulip,2,990,60
aa17619,Orchid,2,470,87
aa17620,Orchid,2,670,35
aa17621,Rose,2,420,36
aa17622,Lavender,1,840,83
aa17623,Tulip,1,580,60
aa17624,Lavender,1,80,87
aa17625,Lavender,2,750,39
aa17626,Orchid,2,420,27
aa17627,Rose,1,270,51
aa17628,Tulip,1,950,12
aa17629,Tulip,1,350,81
aa17630,Rose,1,540,89
aa17631,Lotus,1,380,95
aa17632,Tulip,2,750,94
aa17633,Lotus,1,730,67
aa17634,Lavender,2,390,8
aa17635,Tulip,1,580,44
aa17636,Orchid,1,600,84
aa17637,Lavender,1,850,20
aa17638,Lavender,1,790,66
aa17639,Lavender,1,40,60
aa17640,Orchid,2,350,62
aa17641,Lavender,2,560,16
aa17642,Rose,2,50,6
aa17643,Lavender,2,920,60
aa17644,Rose,1,800,70
aa17645,Lavender,2,610,53
aa17646,Tulip,2,780,20
aa17647,Tulip,2,680,68
aa17648,Rose,1,420,55
aa17649,Orchid,2,280,2
aa17650,Orchid,1,250,13
aa17651,Lotus,1,880,19
aa17652,Lotus,1,110,78
aa17653,Orchid,2,50,28
aa17654,Tulip,2,660,18
aa17655,Tulip,1,150,28
aa17656,Orchid,2,970,92
aa17657,Tulip,2,580,49
aa17658,Orchid,2,110,58
aa17659,Orchid,1,170,47
aa17660,Lavender,2,50,7
aa17661,Lotus,2,870,50
aa17662,Lotus,1,820,93
aa17663,Tulip,2,450,44
aa17664,Tulip,2,980,47
aa17665,Lotus,2,790,28
aa17666,Rose,1,490,48
aa17667,Lavender,2,910,38
aa17668,Lotus,1,300,42
aa17669,Rose,1,220,30
aa17670,Lotus,2,350,91
aa17671,Lavender,1,990,9
aa17672,Rose,1,270,86
aa17673,Orchid,2,670,48
aa17674,Tulip,1,620,76
aa17675,Lotus,1,660,48
aa17676,Orchid,2,600,34
aa17677,Lotus,2,420,86
aa17678,Lavender,2,910,41
aa17679,Rose,2,340,91
aa17680,Tulip,2,530,61
aa17681,Orchid,2,570,26
aa17682,Lavender,1,890,87
aa17683,Tulip,2,800,79
aa17684,Lotus,2,440,39
aa17685,Lavender,2,740,41
aa17686,Tulip,1,140,28
aa17687,Lavender,2,650,80
aa17688,Lotus,2,510,32
aa17689,Lavender,1,710,74
aa17690,Orchid,2,440,47
aa17691,Lavender,2,700,18
aa17692,Tulip,2,370,89
aa17693,Orchid,2,570,98
aa17694,Tulip,1,660,28
aa17695,Orchid,2,100,95
aa17696,Lotus,1,70,11
aa17697,Orchid,1,800,97
aa17698,Orchid,1,210,69
aa17699,Tulip,2,30,40
aa17700,Lotus,1,190,96
aa17701,Rose,1,290,54
aa17702,Lotus,1,900,95
aa17703,Tulip,1,160,28
aa17704,Tulip,2,450,67
aa17705,Lavender,1,910,55
aa17706,Rose,2,180,39
aa17707,Lavender,1,670,4
aa17708,Tulip,2,320,5
aa17709,Lavender,2,310,86
aa17710,Tulip,1,20,67
aa17711,Tulip,1,350,9
aa17712,Lotus,2,780,37
aa17713,Lavender,1,740,7
aa17714,Lavender,1,910,78
aa17715,Lotus,1,760,48
aa17716,Rose,1,320,98
aa17717,Lavender,1,350,85
aa17718,Rose,2,280,93
aa17719,Rose,1,560,27
aa17720,Lotus,1,830,10
aa17721,Lavender,2,320,18
aa17722,Lotus,2,700,65
aa17723,Rose,1,860,29
aa17724,Orchid,1,470,95
aa17725,Lotus,2,40,55
aa17726,Tulip,2,380,89
aa17727,Tulip,2,390,54
aa17728,Lavender,2,640,46
aa17729,Lotus,1,560,92
aa17730,Rose,2,820,30
aa17731,Rose,1,160,42
aa17732,Orchid,2,300,60
aa17733,Orchid,2,640,36
aa17734,Tulip,1,840,32
aa17735,Lotus,1,140,74
aa17736,Rose,1,80,100
aa17737,Lotus,1,440,40
aa17738,Lavender,1,460,88
aa17739,Orchid,2,840,48
aa17740,Lotus,1,460,31
aa17741,Lotus,1,290,5
aa17742,Orchid,2,880,47
aa17743,Rose,1,20,58
aa17744,Orchid,1,960,75
aa17745,Lavender,1,320,18
aa17746,Orchid,2,990,61
aa17747,Lavender,1,720,66
aa17748,Lotus,2,590,56
aa17749,Rose,2,130,78
aa17750,Rose,1,660,18
aa17751,Rose,2,970,21
aa17752,Rose,2,910,3
aa17753,Tulip,1,500,19
aa17754,Rose,2,40,59
aa17755,Lavender,2,400,22
aa17756,Tulip,2,940,44
aa17757,Rose,1,170,93
aa17758,Lotus,2,380,43
aa17759,Lavender,2,150,73
aa17760,Lavender,1,260,8
aa17761,Lotus,1,620,97
aa17762,Lotus,2,850,31
aa17763,Orchid,1,320,56
aa17764,Rose,2,130,84
aa17765,Rose,2,80,1
aa17766,Lotus,2,230,28
aa17767,Lotus,1,270,30
aa17768,Orchid,2,860,65
aa17769,Lavender,1,800,93
aa17770,Lotus,1,910,96
aa17771,Orchid,2,930,60
aa17772,Lavender,2,430,35
aa17773,Lotus,1,930,72
aa17774,Rose,2,330,33
aa17775,Rose,1,200,38
aa17776,Orchid,1,830,38
aa17777,Lavender,2,20,92
aa17778,Lotus,1,710,7
aa17779,Lavender,1,780,22
aa17780,Tulip,2,50,61
aa17781,Lavender,2,360,73
aa17782,Lotus,1,500,97
aa17783,Lavender,2,600,29
aa17784,Orchid,1,950,82
aa17785,Lavender,2,230,82
aa17786,Tulip,2,650,77
aa17787,Orchid,1,10,18
aa17788,Lavender,1,330,8
aa17789,Rose,2,510,88
aa17790,Orchid,1,220,49
aa17791,Rose,1,560,64
aa17792,Orchid,2,120,25
aa17793,Rose,2,120,22
aa17794,Tulip,2,880,62
aa17795,Lotus,1,80,22
aa17796,Rose,2,340,77
aa17797,Lotus,1,550,40
aa17798,Tulip,1,300,20
aa17799,Lotus,1,30,98
aa17800,Rose,2,970,95
aa17801,Lavender,1,350,11
aa17802,Rose,2,220,41
aa17803,Orchid,2,80,14
aa17804,Orchid,2,410,53
aa17805,Lotus,2,160,36
aa17806,Tulip,2,560,11
aa17807,Tulip,2,50,54
aa17808,Rose,2,220,13
aa17809,Tulip,1,800,54
aa17810,Lavender,1,340,54
aa17811,Lotus,2,930,5
aa17812,Orchid,1,280,48
aa17813,Rose,2,400,4
aa17814,Orchid,2,200,74
aa17815,Lavender,1,980,64
aa17816,Rose,2,180,13
aa17817,Lotus,1,160,33
aa17818,Rose,1,60,52
aa17819,Lotus,2,640,3
aa17820,Lotus,2,100,29
aa17821,Rose,2,850,34
aa17822,Orchid,1,270,23
aa17823,Rose,1,380,81
aa17824,Rose,1,90,9
aa17825,Orchid,1,770,38
aa17826,Tulip,1,750,55
aa17827,Tulip,1,240,15
aa17828,Orchid,2,890,46
aa17829,Rose,2,850,75
aa17830,Rose,2,650,72
aa17831,Tulip,2,210,12
aa17832,Rose,1,990,17
aa17833,Orchid,2,20,62
aa17834,Orchid,2,460,13
aa17835,Tulip,2,850,14
aa17836,Lotus,2,610,70
aa17837,Orchid,2,500,4
aa17838,Lavender,1,300,20
aa17839,Lavender,1,680,36
aa17840,Rose,2,830,84
aa17841,Orchid,1,600,91
aa17842,Lotus,2,560,36
aa17843,Rose,2,110,40
aa17844,Lavender,2,190,29
aa17845,Orchid,2,860,50
aa17846,Lotus,1,400,16
aa17847,Lotus,2,780,74
aa17848,Lotus,2,480,52
aa17849,Tulip,1,180,3
aa17850,Lotus,2,40,74
aa17851,Lotus,1,820,16
aa17852,Orchid,1,720,94
aa17853,Tulip,2,420,7
aa17854,Lotus,2,60,26
aa17855,Tulip,2,260,24
aa17856,Orchid,2,950,23
aa17857,Rose,2,990,69
aa17858,Lotus,1,750,7
aa17859,Lavender,1,850,87
aa17860,Tulip,1,430,68
aa17861,Lavender,2,590,67
aa17862,Tulip,1,410,38
aa17863,Tulip,2,580,66
aa17864,Rose,2,430,21
aa17865,Orchid,2,560,98
aa17866,Rose,1,180,50
aa17867,Tulip,1,360,73
aa17868,Tulip,2,160,62
aa17869,Lavender,2,930,68
aa17870,Lotus,2,900,69
aa17871,Lavender,1,550,78
aa17872,Rose,2,990,13
aa17873,Lotus,1,450,77
aa17874,Lavender,1,260,33
aa17875,Rose,2,680,96
aa17876,Tulip,1,770,55
aa17877,Orchid,2,230,55
aa17878,Orchid,1,380,15
aa17879,Lotus,1,780,63
aa17880,Tulip,2,780,24
aa17881,Orchid,1,740,62
aa17882,Orchid,2,590,8
aa17883,Rose,1,390,61
aa17884,Orchid,1,550,9
aa17885,Lavender,1,840,53
aa17886,Orchid,2,300,86
aa17887,Orchid,1,880,55
aa17888,Tulip,2,810,58
aa17889,Rose,1,620,34
aa17890,Rose,1,440,66
aa17891,Tulip,1,690,26
aa17892,Lotus,2,70,35
aa17893,Lavender,2,630,29
aa17894,Lavender,1,670,98
aa17895,Tulip,2,110,24
aa17896,Orchid,1,50,99
aa17897,Rose,1,420,69
aa17898,Lavender,1,590,39
aa17899,Orchid,1,870,61
aa17900,Tulip,2,570,12
aa17901,Rose,1,960,68
aa17902,Orchid,2,250,28
aa17903,Tulip,2,380,52
aa17904,Orchid,2,430,90
aa17905,Lavender,2,430,42
aa17906,Lotus,1,990,54
aa17907,Tulip,2,270,72
aa17908,Lotus,2,420,61
aa17909,Lotus,1,60,39
aa17910,Lavender,2,210,8
aa17911,Lavender,2,940,79
aa17912,Orchid,2,930,38
aa17913,Orchid,1,670,93
aa17914,Rose,2,120,8
aa17915,Tulip,2,630,10
aa17916,Rose,1,860,1
aa17917,Lotus,1,820,36
aa17918,Rose,2,900,64
aa17919,Lotus,2,660,93
aa17920,Rose,2,580,42
aa17921,Orchid,2,560,11
aa17922,Rose,2,490,18
aa17923,Lotus,2,460,22
aa17924,Lotus,1,840,55
aa17925,Lotus,1,130,48
aa17926,Orchid,2,870,56
aa17927,Orchid,1,410,9
aa17928,Lotus,2,680,52
aa17929,Orchid,2,560,34
aa17930,Orchid,1,700,96
aa17931,Rose,2,140,59
aa17932,Lotus,2,530,55
aa17933,Lotus,1,120,47
aa17934,Orchid,2,830,96
aa17935,Tulip,1,840,16
aa17936,Lavender,1,190,69
aa17937,Rose,1,640,71
aa17938,Lotus,2,10,2
aa17939,Rose,2,870,31
aa17940,Lotus,2,570,11
aa17941,Orchid,1,620,54
aa17942,Orchid,1,180,28
aa17943,Orchid,2,990,2
aa17944,Tulip,1,540,98
aa17945,Rose,2,410,17
aa17946,Rose,1,310,81
aa17947,Orchid,2,710,42
aa17948,Orchid,2,770,75
aa17949,Tulip,2,660,90
aa17950,Lavender,2,760,37
aa17951,Lotus,1,100,96
aa17952,Orchid,2,640,5
aa17953,Tulip,2,950,35
aa17954,Orchid,1,600,91
aa17955,Lavender,1,300,63
aa17956,Orchid,2,370,75
aa17957,Lotus,2,830,63
aa17958,Rose,1,630,4
aa17959,Lavender,2,130,37
aa17960,Tulip,2,870,34
aa17961,Lavender,2,780,52
aa17962,Tulip,1,950,44
aa17963,Rose,2,760,36
aa17964,Lavender,2,550,42
aa17965,Orchid,2,750,67
aa17966,Tulip,2,20,75
aa17967,Lavender,2,180,36
aa17968,Tulip,1,160,56
aa17969,Orchid,2,820,42
aa17970,Tulip,1,90,13
aa17971,Tulip,1,740,75
aa17972,Lavender,1,540,35
aa17973,Lotus,1,170,95
aa17974,Lotus,2,720,84
aa17975,Rose,2,1000,68
aa17976,Orchid,1,20,19
aa17977,Lavender,1,160,35
aa17978,Lotus,1,260,2
aa17979,Lavender,1,210,41
aa17980,Rose,1,60,48
aa17981,Tulip,2,850,52
aa17982,Tulip,2,870,21
aa17983,Tulip,1,500,95
aa17984,Lavender,2,690,6
aa17985,Rose,2,130,30
aa17986,Tulip,1,720,8
aa17987,Lotus,2,280,53
aa17988,Orchid,1,420,89
aa17989,Lavender,2,840,54
aa17990,Lavender,2,590,24
aa17991,Rose,1,820,98
aa17992,Lotus,2,810,87
aa17993,Rose,1,380,18
aa17994,Rose,2,610,51
aa17995,Tulip,1,160,28
aa17996,Tulip,1,980,9
aa17997,Rose,1,10,74
aa17998,Lavender,1,140,44
aa17999,Lavender,1,630,83
aa18000,Rose,1,10,50
aa18001,Lotus,2,910,34
aa18002,Lavender,1,430,96
aa18003,Lotus,1,390,37
aa18004,Rose,2,750,4
aa18005,Orchid,1,990,66
aa18006,Tulip,1,470,81
aa18007,Rose,1,970,63
aa18008,Tulip,2,960,59
aa18009,Orchid,1,330,27
aa18010,Lavender,2,100,87
aa18011,Lavender,1,230,55
aa18012,Lavender,2,790,87
aa18013,Rose,1,870,70
aa18014,Lotus,1,550,94
aa18015,Orchid,1,920,6
aa18016,Lavender,2,60,81
aa18017,Lotus,1,90,79
aa18018,Orchid,1,130,94
aa18019,Rose,2,450,24
aa18020,Rose,1,810,71
aa18021,Orchid,1,590,43
aa18022,Tulip,2,500,75
aa18023,Orchid,1,20,2
aa18024,Orchid,2,810,94
aa18025,Orchid,1,610,91
aa18026,Lotus,2,100,20
aa18027,Tulip,2,610,17
aa18028,Tulip,2,780,4
aa18029,Rose,1,690,85
aa18030,Lotus,2,620,98
aa18031,Lotus,1,830,88
aa18032,Lotus,1,180,70
aa18033,Orchid,1,870,66
aa18034,Rose,1,890,37
aa18035,Tulip,1,70,80
aa18036,Lotus,2,930,8
aa18037,Lavender,1,520,5
aa18038,Rose,1,830,27
aa18039,Tulip,1,330,71
aa18040,Lotus,1,140,7
aa18041,Rose,2,40,9
aa18042,Lotus,2,350,80
aa18043,Orchid,2,830,64
aa18044,Tulip,1,90,27
aa18045,Tulip,2,430,71
aa18046,Tulip,2,190,99
aa18047,Lavender,1,500,69
aa18048,Lotus,2,310,41
aa18049,Tulip,2,920,81
aa18050,Rose,1,670,83
aa18051,Orchid,1,130,99
aa18052,Tulip,2,110,45
aa18053,Orchid,1,160,19
aa18054,Tulip,1,330,32
aa18055,Tulip,2,920,48
aa18056,Rose,1,810,9
aa18057,Lavender,2,120,30
aa18058,Rose,1,350,68
aa18059,Lotus,2,790,39
aa18060,Lavender,1,470,97
aa18061,Lotus,1,820,17
aa18062,Lotus,2,540,84
aa18063,Orchid,1,340,34
aa18064,Tulip,1,110,88
aa18065,Orchid,2,120,64
aa18066,Lavender,1,470,54
aa18067,Lotus,2,810,18
aa18068,Orchid,2,710,15
aa18069,Tulip,2,10,13
aa18070,Lotus,2,830,58
aa18071,Lavender,1,250,49
aa18072,Rose,1,250,5
aa18073,Lavender,2,410,72
aa18074,Lotus,1,890,54
aa18075,Orchid,2,230,11
aa18076,Tulip,2,900,47
aa18077,Tulip,1,650,45
aa18078,Tulip,1,130,57
aa18079,Tulip,2,80,17
aa18080,Tulip,2,450,83
aa18081,Lavender,2,560,29
aa18082,Orchid,2,960,35
aa18083,Rose,2,40,36
aa18084,Rose,2,630,99
aa18085,Lavender,2,420,10
aa18086,Lotus,2,890,92
aa18087,Tulip,2,590,90
aa18088,Lavender,2,10,48
aa18089,Rose,1,970,24
aa18090,Orchid,2,920,83
aa18091,Orchid,2,800,93
aa18092,Lavender,2,860,98
aa18093,Orchid,1,570,79
aa18094,Rose,2,90,91
aa18095,Lavender,2,990,92
aa18096,Orchid,1,480,70
aa18097,Rose,2,270,24
aa18098,Lotus,1,360,97
aa18099,Lavender,2,310,7
aa18100,Lotus,2,10,100
aa18101,Lavender,1,370,18
aa18102,Lavender,1,70,98
aa18103,Lotus,2,280,29
aa18104,Lavender,1,800,46
aa18105,Rose,1,700,40
aa18106,Orchid,2,750,3
aa18107,Lotus,1,240,93
aa18108,Tulip,1,530,4
aa18109,Lavender,1,250,89
aa18110,Lotus,2,670,74
aa18111,Lavender,2,700,47
aa18112,Orchid,2,290,69
aa18113,Lotus,2,660,92
aa18114,Rose,2,480,30
aa18115,Lotus,1,880,32
aa18116,Lotus,1,20,97
aa18117,Lotus,1,130,84
aa18118,Lavender,2,530,19
aa18119,Tulip,2,110,83
aa18120,Rose,1,190,27
aa18121,Tulip,1,100,99
aa18122,Tulip,1,420,20
aa18123,Rose,1,780,8
aa18124,Tulip,1,420,74
aa18125,Orchid,2,330,22
aa18126,Lavender,1,970,60
aa18127,Lavender,2,760,53
aa18128,Lotus,1,270,10
aa18129,Tulip,2,410,26
aa18130,Lavender,2,50,14
aa18131,Lotus,1,720,78
aa18132,Lotus,2,390,93
aa18133,Tulip,2,670,62
aa18134,Lavender,2,740,72
aa18135,Tulip,2,510,56
aa18136,Lotus,1,340,23
aa18137,Lotus,2,380,55
aa18138,Orchid,1,340,34
aa18139,Orchid,2,790,65
aa18140,Tulip,2,670,21
aa18141,Lavender,1,770,64
aa18142,Rose,1,870,10
aa18143,Lotus,2,950,65
aa18144,Tulip,1,650,31
aa18145,Tulip,1,360,35
aa18146,Lavender,2,840,60
aa18147,Orchid,2,880,62
aa18148,Rose,2,610,8
aa18149,Rose,2,30,59
aa18150,Lavender,2,890,26
aa18151,Lotus,1,140,69
aa18152,Lotus,1,310,1
aa18153,Orchid,2,10,59
aa18154,Tulip,1,500,10
aa18155,Rose,1,270,45
aa18156,Tulip,1,240,76
aa18157,Rose,2,470,16
aa18158,Lotus,2,860,47
aa18159,Orchid,2,290,41
aa18160,Tulip,1,730,12
aa18161,Orchid,2,940,92
aa18162,Tulip,2,740,50
aa18163,Orchid,2,810,95
aa18164,Rose,2,720,68
aa18165,Rose,1,360,90
aa18166,Tulip,2,380,86
aa18167,Rose,2,10,15
aa18168,Tulip,2,620,62
aa18169,Lotus,1,760,63
aa18170,Lavender,1,450,31
aa18171,Tulip,1,220,40
aa18172,Tulip,2,750,86
aa18173,Lavender,1,70,27
aa18174,Orchid,1,530,42
aa18175,Orchid,2,420,8
aa18176,Lavender,1,980,27
aa18177,Lotus,2,860,2
aa18178,Rose,1,360,1
aa18179,Tulip,2,790,5
aa18180,Tulip,1,750,90
aa18181,Tulip,2,50,11
aa18182,Rose,1,330,69
aa18183,Lotus,2,160,84
aa18184,Tulip,2,320,47
aa18185,Lavender,2,970,35
aa18186,Orchid,1,320,16
aa18187,Tulip,2,230,41
aa18188,Rose,1,130,65
aa18189,Tulip,2,970,12
aa18190,Lotus,2,330,77
aa18191,Orchid,2,10,18
aa18192,Lotus,2,450,52
aa18193,Tulip,1,630,94
aa18194,Rose,1,720,25
aa18195,Lavender,2,870,36
aa18196,Lavender,2,620,83
aa18197,Rose,2,800,77
aa18198,Tulip,2,400,45
aa18199,Rose,1,960,4
aa18200,Rose,2,730,90
aa18201,Orchid,2,250,77
aa18202,Rose,1,450,72
aa18203,Lotus,1,260,96
aa18204,Rose,1,220,23
aa18205,Lavender,1,130,46
aa18206,Rose,2,330,53
aa18207,Lotus,1,150,37
aa18208,Orchid,1,400,72
aa18209,Tulip,1,970,61
aa18210,Tulip,2,880,7
aa18211,Tulip,2,690,96
aa18212,Lavender,2,910,91
aa18213,Lotus,2,810,95
aa18214,Tulip,1,150,15
aa18215,Lavender,1,940,75
aa18216,Orchid,1,250,37
aa18217,Lotus,1,400,62
aa18218,Orchid,2,780,58
aa18219,Orchid,2,360,46
aa18220,Lavender,2,870,49
aa18221,Rose,2,70,3
aa18222,Orchid,1,580,7
aa18223,Tulip,1,500,99
aa18224,Tulip,2,180,96
aa18225,Tulip,1,780,60
aa18226,Rose,2,80,15
aa18227,Rose,2,580,72
aa18228,Lotus,2,90,33
aa18229,Orchid,1,850,6
aa18230,Tulip,2,580,92
aa18231,Orchid,2,960,43
aa18232,Orchid,1,70,20
aa18233,Tulip,1,840,99
aa18234,Lavender,2,470,55
aa18235,Rose,1,620,7
aa18236,Lavender,1,100,23
aa18237,Lavender,2,770,19
aa18238,Orchid,1,20,85
aa18239,Rose,2,310,67
aa18240,Orchid,1,630,39
aa18241,Lavender,2,760,7
aa18242,Lotus,1,160,14
aa18243,Lotus,2,400,90
aa18244,Lotus,2,700,9
aa18245,Orchid,2,810,95
aa18246,Lotus,2,210,58
aa18247,Lavender,2,920,21
aa18248,Orchid,1,20,43
aa18249,Rose,2,590,67
aa18250,Lavender,1,430,55
aa18251,Tulip,2,270,46
aa18252,Rose,2,690,74
aa18253,Orchid,2,60,35
aa18254,Lavender,2,890,37
aa18255,Rose,2,270,24
aa18256,Orchid,1,840,82
aa18257,Orchid,1,120,27
aa18258,Tulip,2,580,10
aa18259,Orchid,2,670,30
aa18260,Orchid,2,860,29
aa18261,Rose,1,100,61
aa18262,Lotus,1,590,73
aa18263,Rose,1,970,58
aa18264,Orchid,2,860,93
aa18265,Lotus,2,130,38
aa18266,Lavender,2,750,9
aa18267,Rose,1,610,9
aa18268,Lavender,2,750,62
aa18269,Lavender,2,640,25
aa18270,Orchid,1,400,37
aa18271,Lotus,2,430,50
aa18272,Lavender,1,260,13
aa18273,Lotus,2,240,8
aa18274,Tulip,1,820,75
aa18275,Tulip,2,730,91
aa18276,Tulip,2,660,7
aa18277,Rose,2,210,75
aa18278,Orchid,2,570,50
aa18279,Rose,2,820,39
aa18280,Tulip,2,900,93
aa18281,Lavender,2,180,18
aa18282,Orchid,1,730,65
aa18283,Orchid,1,80,72
aa18284,Tulip,1,870,12
aa18285,Tulip,2,110,99
aa18286,Orchid,2,690,53
aa18287,Lavender,2,190,75
aa18288,Lavender,1,690,40
aa18289,Rose,1,230,41
aa18290,Lotus,1,620,83
aa18291,Lavender,1,390,68
aa18292,Lavender,1,170,51
aa18293,Lavender,1,840,88
aa18294,Tulip,2,570,52
aa18295,Orchid,2,680,19
aa18296,Lotus,2,680,91
aa18297,Lavender,1,990,44
aa18298,Orchid,1,480,90
aa18299,Tulip,1,270,41
aa18300,Lavender,1,830,89
aa18301,Rose,2,770,83
aa18302,Lavender,1,640,96
aa18303,Rose,2,590,65
aa18304,Lavender,1,310,28
aa18305,Lotus,1,370,72
aa18306,Lotus,2,520,18
aa18307,Tulip,1,430,4
aa18308,Lavender,1,980,58
aa18309,Orchid,1,290,45
aa18310,Lavender,1,710,24
aa18311,Lotus,2,50,13
aa18312,Tulip,1,590,33
aa18313,Tulip,1,540,19
aa18314,Lavender,1,920,94
aa18315,Tulip,2,310,71
aa18316,Tulip,2,590,48
aa18317,Rose,2,350,16
aa18318,Rose,2,570,77
aa18319,Rose,1,640,27
aa18320,Lavender,1,690,24
aa18321,Tulip,1,620,6
aa18322,Lotus,1,720,38
aa18323,Lotus,2,620,22
aa18324,Lavender,2,690,22
aa18325,Lotus,1,210,55
aa18326,Tulip,1,300,76
aa18327,Tulip,2,770,3
aa18328,Rose,1,230,63
aa18329,Rose,1,610,37
aa18330,Lavender,1,940,6
aa18331,Orchid,2,590,73
aa18332,Orchid,2,450,26
aa18333,Rose,1,970,32
aa18334,Lavender,2,710,74
aa18335,Lotus,2,160,16
aa18336,Lotus,2,270,50
aa18337,Tulip,2,490,17
aa18338,Orchid,2,500,43
aa18339,Lotus,2,920,37
aa18340,Lavender,1,500,69
aa18341,Tulip,1,260,20
aa18342,Tulip,1,850,39
aa18343,Rose,2,240,94
aa18344,Lavender,2,250,51
aa18345,Lotus,1,240,42
aa18346,Rose,2,940,33
aa18347,Tulip,1,200,98
aa18348,Tulip,1,580,75
aa18349,Tulip,1,560,52
aa18350,Orchid,1,640,39
aa18351,Orchid,2,780,84
aa18352,Orchid,2,10,58
aa18353,Lavender,1,480,56
aa18354,Lavender,2,910,9
aa18355,Orchid,2,330,36
aa18356,Lotus,1,650,41
aa18357,Tulip,1,860,77
aa18358,Rose,1,180,76
aa18359,Rose,2,530,54
aa18360,Orchid,2,20,74
aa18361,Lotus,2,390,60
aa18362,Orchid,1,680,92
aa18363,Orchid,1,930,68
aa18364,Orchid,2,490,87
aa18365,Tulip,1,490,88
aa18366,Lavender,1,890,19
aa18367,Orchid,2,910,32
aa18368,Lotus,1,780,15
aa18369,Orchid,1,320,13
aa18370,Lavender,1,850,1
aa18371,Tulip,2,930,55
aa18372,Rose,2,100,30
aa18373,Tulip,2,460,63
aa18374,Lavender,1,630,35
aa18375,Lavender,1,460,3
aa18376,Orchid,1,60,2
aa18377,Lotus,2,850,72
aa18378,Lavender,2,540,46
aa18379,Lotus,2,730,97
aa18380,Orchid,2,540,88
aa18381,Tulip,2,960,23
aa18382,Orchid,1,220,48
aa18383,Lotus,2,490,80
aa18384,Lavender,1,280,29
aa18385,Lavender,1,680,73
aa18386,Tulip,1,160,27
aa18387,Rose,1,800,72
aa18388,Lavender,2,190,36
aa18389,Tulip,1,70,94
aa18390,Rose,2,290,51
aa18391,Rose,2,830,12
aa18392,Orchid,2,140,85
aa18393,Orchid,1,300,65
aa18394,Orchid,2,700,12
aa18395,Lavender,2,290,40
aa18396,Orchid,1,310,69
aa18397,Orchid,2,650,47
aa18398,Lotus,1,270,20
aa18399,Tulip,1,250,26
aa18400,Lotus,1,140,60
aa18401,Lavender,2,510,31
aa18402,Rose,1,660,62
aa18403,Tulip,2,780,44
aa18404,Rose,2,30,5
aa18405,Tulip,1,200,72
aa18406,Lotus,1,500,52
aa18407,Lavender,1,830,67
aa18408,Lotus,1,330,12
aa18409,Lotus,1,800,17
aa18410,Lavender,2,90,22
aa18411,Orchid,1,400,42
aa18412,Lotus,2,620,1
aa18413,Lotus,2,200,68
aa18414,Orchid,2,130,85
aa18415,Lavender,1,480,62
aa18416,Rose,1,110,65
aa18417,Rose,1,480,56
aa18418,Lotus,2,60,62
aa18419,Lotus,2,120,94
aa18420,Tulip,2,900,66
aa18421,Tulip,2,430,54
aa18422,Orchid,2,50,18
aa18423,Rose,2,420,74
aa18424,Lotus,2,450,92
aa18425,Lotus,1,180,85
aa18426,Tulip,1,560,69
aa18427,Lavender,1,440,80
aa18428,Lotus,2,660,33
aa18429,Lotus,2,540,60
aa18430,Lavender,2,330,12
aa18431,Rose,2,570,16
aa18432,Lavender,1,360,59
aa18433,Lavender,1,720,33
aa18434,Lavender,1,690,6
aa18435,Orchid,2,720,20
aa18436,Rose,1,170,73
aa18437,Lotus,2,70,50
aa18438,Orchid,1,660,35
aa18439,Lavender,1,530,11
aa18440,Orchid,2,380,78
aa18441,Tulip,1,320,93
aa18442,Lavender,1,860,60
aa18443,Lotus,1,210,38
aa18444,Lavender,2,390,53
aa18445,Lavender,2,460,73
aa18446,Rose,1,100,20
aa18447,Lotus,1,890,28
aa18448,Rose,1,960,76
aa18449,Lavender,2,80,78
aa18450,Lavender,2,460,57
aa18451,Orchid,1,550,90
aa18452,Tulip,1,100,53
aa18453,Tulip,1,510,31
aa18454,Lavender,1,320,67
aa18455,Lotus,1,160,63
aa18456,Rose,2,70,60
aa18457,Lotus,1,140,46
aa18458,Orchid,2,740,67
aa18459,Orchid,2,750,95
aa18460,Lotus,2,610,46
