Order ID,Client Order ID,Instrument,Side,Exec Status,Quantity,Price,Transaction Time,Reason
ord311,aa323,Rose,2,Reject,33,67,20230903-135056.737,Invalid quantity,
ord312,aa324,Rose,2,Reject,67,100,20230903-135056.737,Invalid quantity,
ord313,aa325,Rose,2,Reject,334,56,20230903-135056.737,Invalid quantity,
ord314,aa326,Rose,1,Reject,343,44,20230903-135056.737,Invalid quantity,
ord315,aa327,Rose,2,Reject,4445,24,20230903-135056.737,Invalid quantity,
ord316,aa328,Rose,2,Reject,45,35,20230903-135056.737,Invalid quantity,
ord317,aa329,Rose,2,Reject,43,65,20230903-135056.737,Invalid quantity,
ord318,aa330,Rose,1,Reject,23,75,20230903-135056.737,Invalid quantity,
ord319,aa331,Rose,2,Reject,23,85,20230903-135056.737,Invalid quantity,
ord320,aa332,Rose,2,Reject,23,85,20230903-135056.737,Invalid quantity,
ord321,aa333,Rose,2,New,100,85,20230903-135056.735,,
ord322,aa334,Rose,1,PFill,50,46,20230903-135056.735,,
ord237,aa249,Rose,2,Fill,50,46,20230903-135056.735,,
ord322,aa334,Rose,1,Fill,50,64,20230903-135056.735,,
ord240,aa252,Rose,2,Fill,50,64,20230903-135056.735,,
ord323,aa335,Rose,1,Fill,100,65,20230903-135056.736,,
ord115,aa127,Rose,2,Fill,100,65,20230903-135056.736,,
ord324,aa336,Rose,1,PFill,50,65,20230903-135056.736,,
ord131,aa143,Rose,2,Fill,50,65,20230903-135056.736,,
ord324,aa336,Rose,1,PFill,100,65,20230903-135056.736,,
ord223,aa235,Rose,2,Fill,100,65,20230903-135056.736,,
ord324,aa336,Rose,1,PFill,50,65,20230903-135056.736,,
ord239,aa251,Rose,2,Fill,50,65,20230903-135056.736,,
ord324,aa336,Rose,1,PFill,100,85,20230903-135056.736,,
ord215,aa227,Rose,2,Fill,100,85,20230903-135056.736,,
ord324,aa336,Rose,1,Fill,100,85,20230903-135056.736,,
ord321,aa333,Rose,2,Fill,100,85,20230903-135056.736,,
ord325,aa337,Rose,1,New,100,55,20230903-135056.736,,
ord326,aa338,Rose,2,New,100,65,20230903-135056.736,,
ord327,aa339,Rose,2,Fill,100,55,20230903-135056.736,,
ord325,aa337,Rose,1,Fill,100,55,20230903-135056.736,,
ord328,aa340,Rose,2,New,200,55,20230903-135056.736,,
ord329,aa341,Rose,2,PFill,150,45,20230903-135056.736,,
ord222,aa234,Rose,1,Fill,150,45,20230903-135056.736,,
ord329,aa341,Rose,2,Fill,250,45,20230903-135056.736,,
ord229,aa241,Rose,1,PFill,250,45,20230903-135056.736,,
ord330,aa342,Rose,2,PFill,50,45,20230903-135056.736,,
ord229,aa241,Rose,1,Fill,50,45,20230903-135056.736,,
ord330,aa342,Rose,2,Fill,50,45,20230903-135056.736,,
ord234,aa246,Rose,1,Fill,50,45,20230903-135056.736,,
ord331,aa343,Rose,2,New,250,65,20230903-135056.736,,
ord332,aa344,Rose,1,New,100,45,20230903-135056.736,,
ord333,aa345,Rose,2,New,300,55,20230903-135056.736,,
ord334,aa346,Rose,2,PFill,50,45,20230903-135056.736,,
ord238,aa250,Rose,1,Fill,50,45,20230903-135056.736,,
ord334,aa346,Rose,2,Fill,250,45,20230903-135056.736,,
ord247,aa259,Rose,1,PFill,250,45,20230903-135056.736,,
ord335,aa347,Rose,2,PFill,50,45,20230903-135056.736,,
ord247,aa259,Rose,1,Fill,50,45,20230903-135056.736,,
ord335,aa347,Rose,2,PFill,90,45,20230903-135056.736,,
ord280,aa292,Rose,1,Fill,90,45,20230903-135056.736,,
ord335,aa347,Rose,2,PFill,100,45,20230903-135056.736,,
ord332,aa344,Rose,1,Fill,100,45,20230903-135056.737,,
ord335,aa347,Rose,2,PFill,50,35,20230903-135056.737,,
ord127,aa139,Rose,1,Fill,50,35,20230903-135056.737,,
ord335,aa347,Rose,2,Fill,10,34,20230903-135056.737,,
ord12,aa24,Rose,1,PFill,10,34,20230903-135056.737,,
ord336,aa348,Rose,1,New,300,34,20230903-135056.737,,
ord337,aa349,Rose,1,New,50,45,20230903-135056.737,,
ord338,aa350,Rose,1,New,50,53,20230903-135056.737,,
ord339,aa351,Rose,1,New,50,32,20230903-135056.737,,
ord340,aa352,Rose,1,New,50,1,20230903-135056.737,,
ord341,aa353,Rose,1,New,50,24,20230903-135056.737,,
ord342,aa354,Rose,1,New,50,45,20230903-135056.737,,
ord343,aa355,Rose,1,New,50,35,20230903-135056.737,,
ord344,aa356,Rose,1,New,50,53,20230903-135056.737,,
ord345,aa357,Rose,1,New,50,46,20230903-135056.737,,
ord346,aa358,Rose,1,New,50,45,20230903-135056.737,,
ord347,aa359,Rose,2,New,50,65,20230903-135056.737,,
ord348,aa360,Rose,2,New,50,64,20230903-135056.737,,
ord349,aa361,Rose,2,Fill,50,53,20230903-135056.737,,
ord338,aa350,Rose,1,Fill,50,53,20230903-135056.737,,
ord350,aa362,Rose,2,Reject,56,45,20230903-135056.737,Invalid quantity,
ord351,aa363,Rose,2,Reject,78,33,20230903-135056.737,Invalid quantity,
ord352,aa364,Rose,2,Reject,34,23,20230903-135056.737,Invalid quantity,
ord353,aa365,Rose,2,Reject,56,35,20230903-135056.737,Invalid quantity,
ord354,aa366,Rose,2,New,300,65,20230903-135056.737,,
ord355,aa367,Rose,1,Reject,124,45,20230903-135056.737,Invalid quantity,
ord356,aa368,Rose,1,New,300,32,20230903-135056.737,,
ord357,aa369,Rose,1,Reject,12,34,20230903-135056.737,Invalid quantity,
ord358,aa370,Rose,2,Reject,123,56,20230903-135056.737,Invalid quantity,
ord359,aa371,Rose,1,Reject,455,42,20230903-135056.737,Invalid quantity,
ord360,aa372,Rose,2,Reject,223,22,20230903-135056.737,Invalid quantity,
ord361,aa373,Rose,2,Reject,445,78,20230903-135056.737,Invalid quantity,
ord362,aa374,Rose,2,Reject,223,56,20230903-135056.737,Invalid quantity,
ord363,aa375,Rose,2,Reject,334,32,20230903-135056.737,Invalid quantity,
ord364,aa376,Rose,2,Reject,445,45,20230903-135056.737,Invalid quantity,
ord365,aa377,Rose,2,Reject,666,67,20230903-135056.737,Invalid quantity,
ord366,aa378,Rose,2,Reject,223,100,20230903-135056.737,Invalid quantity,
ord367,aa379,Rose,2,Reject,455,56,20230903-135056.737,Invalid quantity,
ord368,aa380,Rose,1,Reject,66,44,20230903-135056.737,Invalid quantity,
ord369,aa381,Rose,2,Reject,77,24,20230903-135056.737,Invalid quantity,
ord370,aa382,Rose,1,Reject,333,35,20230903-135056.737,Invalid quantity,
ord371,aa383,Rose,2,Reject,555,65,20230903-135056.737,Invalid quantity,
ord372,aa384,Rose,1,Reject,664,75,20230903-135056.738,Invalid quantity,
ord373,aa385,Rose,2,Reject,333,85,20230903-135056.738,Invalid quantity,
ord374,aa386,Rose,1,Reject,33,85,20230903-135056.738,Invalid quantity,
ord375,aa387,Rose,2,Reject,45,85,20230903-135056.738,Invalid quantity,
ord376,aa388,Rose,1,Reject,66,85,20230903-135056.738,Invalid quantity,
ord377,aa389,Rose,2,Reject,67,85,20230903-135056.738,Invalid quantity,
ord378,aa390,Rose,1,Reject,65,85,20230903-135056.738,Invalid quantity,
ord379,aa391,Rose,2,Reject,33,55,20230903-135056.738,Invalid quantity,
ord380,aa392,Rose,2,Reject,44,65,20230903-135056.738,Invalid quantity,
ord381,aa393,Rose,2,Reject,55,1,20230903-135056.738,Invalid quantity,
ord382,aa394,Rose,1,Reject,56,55,20230903-135056.738,Invalid quantity,
ord383,aa395,Rose,2,Reject,33,45,20230903-135056.738,Invalid quantity,
ord384,aa396,Rose,2,Reject,55,45,20230903-135056.738,Invalid quantity,
ord385,aa397,Rose,1,Reject,67,65,20230903-135056.738,Invalid quantity,
ord386,aa398,Rose,2,Reject,33,45,20230903-135056.738,Invalid quantity,
ord387,aa399,Rose,2,New,90,55,20230903-135056.737,,
ord388,aa400,Rose,2,Reject,54,45,20230903-135056.738,Invalid quantity,
ord389,aa401,Rose,1,Reject,56,22,20230903-135056.738,Invalid quantity,
ord390,aa402,Rose,1,Reject,44,34,20230903-135056.738,Invalid quantity,
ord391,aa403,Rose,2,Reject,334,45,20230903-135056.738,Invalid quantity,
ord392,aa404,Rose,1,Reject,56,53,20230903-135056.738,Invalid quantity,
ord393,aa405,Rose,2,Reject,34,32,20230903-135056.738,Invalid quantity,
ord394,aa406,Rose,1,Reject,23,1,20230903-135056.738,Invalid quantity,
ord395,aa407,Rose,2,Reject,45,24,20230903-135056.738,Invalid quantity,
ord396,aa408,Rose,1,Reject,56,45,20230903-135056.738,Invalid quantity,
ord397,aa409,Rose,1,Reject,54,35,20230903-135056.738,Invalid quantity,
ord398,aa410,Rose,1,Reject,56,53,20230903-135056.738,Invalid quantity,
ord399,aa411,Rose,2,Reject,56,46,20230903-135056.738,Invalid quantity,
ord400,aa412,Rose,2,Reject,56,45,20230903-135056.738,Invalid quantity,
ord401,aa413,Rose,2,Reject,53,65,20230903-135056.738,Invalid quantity,
ord402,aa414,Rose,2,Reject,55,64,20230903-135056.738,Invalid quantity,
ord403,aa415,Rose,2,Reject,66,34,20230903-135056.738,Invalid quantity,
ord404,aa416,Rose,2,Reject,784,45,20230903-135056.738,Invalid quantity,
ord405,aa417,Rose,2,Reject,4456,33,20230903-135056.738,Invalid quantity,
ord406,aa418,Rose,2,Reject,343,23,20230903-135056.738,Invalid quantity,
ord407,aa419,Rose,1,Reject,335,35,20230903-135056.738,Invalid quantity,
ord408,aa420,Rose,1,Reject,334,65,20230903-135056.739,Invalid quantity,
ord409,aa421,Rose,1,Reject,33,45,20230903-135056.739,Invalid quantity,
ord410,aa422,Rose,1,Reject,55,32,20230903-135056.739,Invalid quantity,
ord411,aa423,Rose,1,Reject,335,34,20230903-135056.739,Invalid quantity,
ord412,aa424,Rose,1,Reject,335,56,20230903-135056.739,Invalid quantity,
ord413,aa425,Rose,1,Reject,32,42,20230903-135056.739,Invalid quantity,
ord414,aa426,Rose,1,Reject,45,22,20230903-135056.739,Invalid quantity,
ord415,aa427,Rose,1,Reject,55,78,20230903-135056.739,Invalid quantity,
ord416,aa428,Rose,1,Reject,33,56,20230903-135056.739,Invalid quantity,
ord417,aa429,Rose,1,Reject,335,32,20230903-135056.739,Invalid quantity,
ord418,aa430,Rose,1,Reject,33,45,20230903-135056.739,Invalid quantity,
ord419,aa431,Rose,2,Reject,67,67,20230903-135056.739,Invalid quantity,
ord420,aa432,Rose,2,Reject,334,100,20230903-135056.739,Invalid quantity,
ord421,aa433,Rose,2,Reject,343,56,20230903-135056.739,Invalid quantity,
ord422,aa434,Rose,2,Reject,4445,44,20230903-135056.739,Invalid quantity,
ord423,aa435,Rose,2,Reject,45,24,20230903-135056.739,Invalid quantity,
ord424,aa436,Rose,2,Reject,43,35,20230903-135056.739,Invalid quantity,
ord425,aa437,Rose,1,Reject,23,65,20230903-135056.739,Invalid quantity,
ord426,aa438,Rose,2,Reject,23,75,20230903-135056.739,Invalid quantity,
ord427,aa439,Rose,2,Reject,23,85,20230903-135056.739,Invalid quantity,
ord428,aa440,Rose,2,New,100,85,20230903-135056.737,,
ord429,aa441,Rose,2,New,100,85,20230903-135056.737,,
ord430,aa442,Rose,2,New,100,85,20230903-135056.737,,
ord431,aa443,Rose,2,New,400,85,20230903-135056.737,,
ord432,aa444,Rose,2,New,100,85,20230903-135056.737,,
ord433,aa445,Rose,1,Fill,100,55,20230903-135056.737,,
ord328,aa340,Rose,2,PFill,100,55,20230903-135056.737,,
ord434,aa446,Rose,2,New,100,65,20230903-135056.737,,
ord435,aa447,Rose,1,New,200,1,20230903-135056.737,,
ord436,aa448,Rose,1,PFill,100,55,20230903-135056.737,,
ord328,aa340,Rose,2,Fill,100,55,20230903-135056.737,,
ord436,aa448,Rose,1,Fill,300,55,20230903-135056.737,,
ord333,aa345,Rose,2,Fill,300,55,20230903-135056.737,,
ord437,aa449,Rose,1,New,100,45,20230903-135056.737,,
ord438,aa450,Rose,1,New,250,45,20230903-135056.738,,
ord439,aa451,Rose,2,New,100,65,20230903-135056.738,,
ord440,aa452,Rose,1,New,300,45,20230903-135056.738,,
ord441,aa453,Rose,2,New,300,55,20230903-135056.738,,
ord442,aa454,Rose,1,New,300,45,20230903-135056.738,,
ord443,aa455,Rose,2,PFill,50,53,20230903-135056.738,,
ord344,aa356,Rose,1,Fill,50,53,20230903-135056.738,,
ord443,aa455,Rose,2,PFill,50,46,20230903-135056.738,,
ord345,aa357,Rose,1,Fill,50,46,20230903-135056.738,,
ord443,aa455,Rose,2,PFill,50,45,20230903-135056.738,,
ord337,aa349,Rose,1,Fill,50,45,20230903-135056.738,,
ord443,aa455,Rose,2,PFill,50,45,20230903-135056.738,,
ord342,aa354,Rose,1,Fill,50,45,20230903-135056.738,,
ord443,aa455,Rose,2,PFill,50,45,20230903-135056.738,,
ord346,aa358,Rose,1,Fill,50,45,20230903-135056.738,,
ord443,aa455,Rose,2,Fill,50,45,20230903-135056.738,,
ord437,aa449,Rose,1,PFill,50,45,20230903-135056.738,,
ord444,aa456,Rose,2,Fill,50,45,20230903-135056.738,,
ord437,aa449,Rose,1,Fill,50,45,20230903-135056.738,,
ord445,aa457,Rose,2,Fill,50,45,20230903-135056.738,,
ord438,aa450,Rose,1,PFill,50,45,20230903-135056.738,,
ord446,aa458,Rose,1,New,50,53,20230903-135056.738,,
ord447,aa459,Rose,2,Fill,50,53,20230903-135056.738,,
ord446,aa458,Rose,1,Fill,50,53,20230903-135056.738,,
ord448,aa460,Rose,1,New,50,1,20230903-135056.738,,
ord449,aa461,Rose,2,Fill,50,45,20230903-135056.738,,
ord438,aa450,Rose,1,PFill,50,45,20230903-135056.738,,
ord450,aa462,Rose,1,New,50,45,20230903-135056.738,,
ord451,aa463,Rose,2,Fill,50,45,20230903-135056.738,,
ord438,aa450,Rose,1,PFill,50,45,20230903-135056.738,,
ord452,aa464,Rose,1,New,50,53,20230903-135056.738,,
ord453,aa465,Rose,2,Fill,50,53,20230903-135056.738,,
ord452,aa464,Rose,1,Fill,50,53,20230903-135056.738,,
ord454,aa466,Rose,2,Fill,50,45,20230903-135056.738,,
ord438,aa450,Rose,1,PFill,50,45,20230903-135056.739,,
ord455,aa467,Rose,1,Fill,50,55,20230903-135056.739,,
ord387,aa399,Rose,2,PFill,50,55,20230903-135056.739,,
ord456,aa468,Rose,2,New,50,64,20230903-135056.739,,
ord457,aa469,Rose,2,Reject,56,34,20230903-135056.739,Invalid quantity,
ord458,aa470,Rose,2,Reject,78,45,20230903-135056.739,Invalid quantity,
ord459,aa471,Rose,2,Reject,34,33,20230903-135056.739,Invalid quantity,
ord460,aa472,Rose,1,Reject,56,23,20230903-135056.739,Invalid quantity,
ord461,aa473,Rose,2,PFill,50,45,20230903-135056.739,,
ord438,aa450,Rose,1,Fill,50,45,20230903-135056.739,,
ord461,aa473,Rose,2,Fill,250,45,20230903-135056.739,,
ord440,aa452,Rose,1,PFill,250,45,20230903-135056.739,,
ord462,aa474,Rose,2,Reject,124,65,20230903-135056.739,Invalid quantity,
ord463,aa475,Rose,2,PFill,50,45,20230903-135056.739,,
ord440,aa452,Rose,1,Fill,50,45,20230903-135056.739,,
ord463,aa475,Rose,2,Fill,250,45,20230903-135056.739,,
ord442,aa454,Rose,1,PFill,250,45,20230903-135056.739,,
ord464,aa476,Rose,1,Reject,12,32,20230903-135056.739,Invalid quantity,
ord465,aa477,Rose,1,Reject,123,34,20230903-135056.739,Invalid quantity,
ord466,aa478,Rose,1,Reject,455,56,20230903-135056.739,Invalid quantity,
ord467,aa479,Rose,1,Reject,223,42,20230903-135056.739,Invalid quantity,
ord468,aa480,Rose,1,Reject,445,22,20230903-135056.739,Invalid quantity,
ord469,aa481,Rose,1,Reject,223,78,20230903-135056.739,Invalid quantity,
ord470,aa482,Rose,1,Reject,334,56,20230903-135056.739,Invalid quantity,
ord471,aa483,Rose,1,Reject,445,32,20230903-135056.739,Invalid quantity,
ord472,aa484,Rose,1,Reject,666,45,20230903-135056.739,Invalid quantity,
ord473,aa485,Rose,1,Reject,223,67,20230903-135056.739,Invalid quantity,
ord474,aa486,Rose,1,Reject,455,100,20230903-135056.739,Invalid quantity,
ord475,aa487,Rose,1,Reject,66,56,20230903-135056.739,Invalid quantity,
ord476,aa488,Rose,1,Reject,77,44,20230903-135056.739,Invalid quantity,
ord477,aa489,Rose,1,Reject,333,24,20230903-135056.739,Invalid quantity,
ord478,aa490,Rose,1,Reject,555,35,20230903-135056.739,Invalid quantity,
ord479,aa491,Rose,1,Reject,664,65,20230903-135056.739,Invalid quantity,
ord480,aa492,Rose,1,Reject,333,75,20230903-135056.739,Invalid quantity,
ord481,aa493,Rose,1,Reject,33,85,20230903-135056.739,Invalid quantity,
ord482,aa494,Rose,1,Reject,45,85,20230903-135056.739,Invalid quantity,
ord483,aa495,Rose,2,Reject,66,85,20230903-135056.739,Invalid quantity,
ord484,aa496,Rose,1,Reject,67,85,20230903-135056.739,Invalid quantity,
ord485,aa497,Rose,1,Reject,65,85,20230903-135056.739,Invalid quantity,
ord486,aa498,Rose,1,Reject,33,85,20230903-135056.739,Invalid quantity,
ord487,aa499,Rose,1,Reject,44,55,20230903-135056.739,Invalid quantity,
ord488,aa500,Rose,1,Reject,55,65,20230903-135056.739,Invalid quantity,
ord489,aa501,Rose,1,Reject,56,1,20230903-135056.739,Invalid quantity,
ord490,aa502,Rose,1,Reject,33,55,20230903-135056.739,Invalid quantity,
ord491,aa503,Rose,1,Reject,55,45,20230903-135056.739,Invalid quantity,
ord492,aa504,Rose,1,Reject,67,45,20230903-135056.739,Invalid quantity,
ord493,aa505,Rose,1,Reject,33,65,20230903-135056.740,Invalid quantity,
ord494,aa506,Rose,1,New,90,45,20230903-135056.739,,
ord495,aa507,Rose,1,Reject,54,55,20230903-135056.740,Invalid quantity,
ord496,aa508,Rose,1,Reject,56,45,20230903-135056.740,Invalid quantity,
ord497,aa509,Rose,2,Reject,44,22,20230903-135056.740,Invalid quantity,
ord498,aa510,Rose,1,Reject,334,34,20230903-135056.740,Invalid quantity,
ord499,aa511,Rose,1,Reject,56,45,20230903-135056.740,Invalid quantity,
ord500,aa512,Rose,1,Reject,34,53,20230903-135056.740,Invalid quantity,
